filename,dialect,duration,machine_transcript,human_correction
Noakhali_wMP0zweZUzA_seg0045.wav,Noakhali,17.672,আসানা? আরাও সানাও শানালারিয়াকামপি পি পিয়াপি তালা? তিকাসি? আরাকানকাথা একিন কিকি তবভি সানাই ওমা আরা শিদনিন নি তারভাযদি আর�,
Noakhali_wMP0zweZUzA_seg0046.wav,Noakhali,19.716,"एवारे फेश्टी जासी? आशाना? आप ती यो सबारा पूष्रे देकले की कोई भू? आइट गयास्यो किसो कोई नह। काल काटुन, कोनो ती रिफिज सोलताना? सोलताना सारी हिनड़न लाइकबो? बंगाली भूयर मतन थाकण लाइकबो? ची अन्मा ए खाली लाइकबोता लाइकबोता कश किल्ले? बवरो बूया कश ना किल्ले? ए? हे तीके आंगनो वाखालीर काथा भूयनी कोनो? ना बूया कोई निया? जे",
Noakhali_wMP0zweZUzA_seg0047.wav,Noakhali,19.204,আরককান কাতা মান ভাছা চি আমকা ভারিতি রাজন্টা পার আরভতি ভালিন জালএ না গার আনদকার কাওন শাশকককি গমাই ফান লকান লকি কাওন তাল কাওন তাকগরি কাওডায উধাই কাও তাল,
Noakhali_wMP0zweZUzA_seg0048.wav,Noakhali,15.764,देखचुनी कान्डोल आज साहेबर बेडी तो यहां उड़ेना गुमृतुन। ए भाव्मा! भाव्मा! ए उड़ेना किरे? सुजेन्या! काल के तुमारा एक कौई सिनू! हैं? साइतार दिगे गुमृतुनु अध्भ्या! साइतार दश भाजी गएसे! दश मुणि देरियो लो क्यां? नाम्मा वो जे इतार साते तॉपनी अमाके शारी पुर्तो भूसें।,
Noakhali_wMP0zweZUzA_seg0049.wav,Noakhali,18.604,সারব তার আপি সাভশম় পি না ওভাসট্ল না ই সারব পি পি দেলে তাস মিটে তারি তে যাসাই তে ওলে চায় কানে ফানা ইতায কাযায ইদে পি যা,
Noakhali_wMP0zweZUzA_seg0050.wav,Noakhali,19.416,आर आर होरी कोनो किछो कहे नौ? आए तो अर दिश्फाकर कर जोली गएसी! बैक मास्मूस काडी बाशन बूशन बैक दिला एजीसी! आर आए होरी होई! तुमहारे कह तिसी शोलो मास्के ते शोलो! ताने जाहिनो केन? आर तो धवंके काता अमर सुनार समय नाईको! आयो आयो आयो मास्को टनदरी है जेबी! मास्सेर के रूप जरी जरी होरते छी निकानो? बो रानी रही छो किल लै? ना अम्मा मुझुले बुडु!,
Noakhali_wMP0zweZUzA_seg0051.wav,Noakhali,18.996,"बूस्ते पार्ची नहीं खाले अनिक धरनेर माच तो। असले अमाके कोन ता काट्ते हाँए? क्या कुले? कोन दा माच मानी? एगिन गुरा माच! एगिन बैग कार रण लेग़ भो तुमार। एई सभ माच आमी कारबो? ताम्मा, अमी तो कुनो दिन माच काती नाए! अमी माच काते पारी ना! तार्पर अपनी ज़ोदि अमाक एक तो भरो माच दितें!",
Noakhali_wMP0zweZUzA_seg0052.wav,Noakhali,18.548,ücken jo,
Noakhali_wMP0zweZUzA_seg0053.wav,Noakhali,18.104,"तोर बडर साजाय रखमो, परा प्रते बेशे आई देख़पो। एई, एई, तुम की मैंयाम साब निकोनो, हैं? बिला ती, हैं? गुरामाल देखनो, दहाश अराग गुरामाल देखनो तो हैं? नहीं, मा, चोटमच खाई धाकर मानुश, किन्तो से तो भूआ के टे डाये? और बरमच जे टा, से तो अपनार चेले वो ईचे सूपर साप थेके",
Noakhali_wMP0zweZUzA_seg0054.wav,Noakhali,4.312,কাটরিযা আসরাসিয়া শিরিরিযা শিয়া রিদি তুাল্ কামা রিদিতুাওখ্সে আমা? রিদিতুাকাকেরা উলিমেরা পাক্লে শিদি কামা?,
Noakhali_wMP0zweZUzA_seg0055.wav,Noakhali,19.508,"युचीजा पहुउपणार। तुरी तुरी जिगाइसेनी तुरी जिगाइसेनी। अम्मा परूशनो का इत्ये से नहां। रेडिया टे कुइआ भुजासना, पर रेडिया थाइ होदा, सुलार में टे बोवाए बो, बक्कर बक्कर करी हां दाइ भाब। जब ती। ना ना ना यहीं सुलतानो। अंगण वाखली लिमाशी आणार मनो करो। निजे मास कूडी। गुरा मास दूई गुरा मास थाक कूडी। मास करने सुरू करो। तिन्तु अम्माँ।",
Noakhali_wMP0zweZUzA_seg0056.wav,Noakhali,18.808,ইকানি তুদিতা মাছ না যাপি গলামাজ আপি গলামাজ পিকাটি কিকিলল�ে তুলা আমা আনিকান সিমি লকদি মাকাকি আকিযিা দিযাদি. আলিলাক মাস্কাডাডন লকাড ইকাডাডা সিকিক্লি আলামা কানি কানি. আরাও আন্ক কিনিতুদি খাডি রিকি রিসি. এদান হকম মাসকাডাডন শিরিকাড ওদি ডামকমকাডা. আরি ইদি তুতা গুরা মাসকাডাডা.,
Noakhali_wMP0zweZUzA_seg0057.wav,Noakhali,18.636,तुमार कर factual प初 Herausforder category. माते भुाँiliar कर पराजयकर bize। माGL jab PHILIPAKAR पराजयकर<|jw|>. सर heeft हया। तुमार असर spécial सम्रर ही आय। कौनते तुमार परार यातीं।। माते रही हा� wahrscheinlich. हर ख़।।॥ सम्रर।सम्रर्.. सम्रर्.. असर एकल अबा पा?,
Noakhali_wMP0zweZUzA_seg0058.wav,Noakhali,19.212,"আর Penceor māke kiinte Thomas owe krik hain māra, saucyuhan ko hi sir. ন� ultimateyrics You found an outer of helpless. Tell me what Sur変做rict of a person may bread and card corpo d wrapped tomorrow from yesterday. Afi tāSuper cohesive? dall score le radiation revenge Murwarmov Mugur to cook na bhajaan bhajaan Aive zāik o I can feel to see the 80s",
Noakhali_wMP0zweZUzA_seg0059.wav,Noakhali,17.368,"सुज़ण्या! तोर बापेरे कणो दिन देखचुष में थीथ अप परूटु? तोर अममार मास कौडी दिते? बेटा मैंशे काम बेटा मैंशे करवो! आर बेडी मैंशे काम बेडी मैंशे करवो! काजी! अलाम्मा! इस आमान्मान्मो आप ता माक्स काटा जुन्ये अपने काजी के डग दिते सें? अम्मा, आपने छेले सेत अमर भीया हो ए गई से, आपने ता मानें!",
Noakhali_wMP0zweZUzA_seg0060.wav,Noakhali,19.508,আমাদে তেলাক কারনা উনা পি কাজি টাগপ নি মাচ কাতা চাননে আমা? আকাথটাি! আমা জামাই! আমা জামাই নাম কাজি সিলি! আমা আদার কাডি দাখি! পারা ইশি তুলি! চাও মাগাল যাশা! চাও! আমা আউগাই জাই জাই রক কিন! আনাতা কাসি রকিন নামা কাডি লাকি গাশি লযান নান কি একাসি পিজান আকি! আমা! কাধা নামি লাবি ভাযি ফাকি! আস! তালা কাটা লি উসি লিভা!,
Noakhali_wMP0zweZUzA_seg0061.wav,Noakhali,18.84,"सुरू करा , नहींले किन तु खुन जागा एजी फूरी जाए कोईते हैथ पनु बान काराब कर खुर यहाँ थोनो यहाँ करेपणू ? आज सूक्षाँति जा अजीलो सूभ शाश है गे से ओमा आर सोडपाहे यहाँ केआ कहे ? आर्मता एकानो भू त्याक्ते तोमार जीबबनर सुक्षान्ति बैग्ना सुली गेसे किनले? सुक्षान्ति जाई दोना, तुन नॉर्माली एक ज़िन्दे कर ना.",
Noakhali_wMP0zweZUzA_seg0062.wav,Noakhali,17.54,तुनारा रार्फलेनिंग कीया हसिलो। तुनार मात तुनार बाफर स्मपत्ति जेगुला हमसे इगुला अग़ा बोग करमूँ। किन्टू तुनार बाई। तुनार बाई फॉत करी डाका तून हांग गोडिक्ये दृनिले सुलिया हसे। अगगा की आणडा साइलियो। जागा समपत्ति जेगुला की आर्बोग करते हार्मू। तुन बागे से एक बाग तुन हाँ बेर कताना। आर्मू अनुए तुनार बाई तुनार एक बाग रो दितेनू। तुनार आप इसे एक आद्धार अर्डार। तुनार आप इसे एक आद्धार अर्डार।,
Noakhali_wMP0zweZUzA_seg0063.wav,Noakhali,15.884,या अंज'? आनलिइ तालाء Reed Harh beard तयभां मरी शुब्हा �장खा म भ zur�� ँबकिBC तररासमा शुष्यदटा wtedyासारब आपका। विन्न Families तहाँ भो विद्फत्त्रं कारीर हातू। विद्फत्त्ये चारीर हाँ विद्दमते कारेर। ततेwatch proyect त Pare,
Noakhali_wMP0zweZUzA_seg0064.wav,Noakhali,19.632,আকাসিসেয়া আনিসেয়ালা মাডা আশেশেসে ঈসানি তাদিয়ায়ালা আসে আশকেষে আশালি যাসে আসেশে তেতে সালিয়ানিডে আসানি আরালি �,
Noakhali_wMP0zweZUzA_seg0065.wav,Noakhali,15.944,мясな sparedha kaago ko  excessisms? omez어줘 окой ruling reena are meena,
Noakhali_wMP0zweZUzA_seg0066.wav,Noakhali,18.76,"मारे, मा, अक्करानारकोली तू जोदि आरे कोट्धि आइइ, तू निक्जे तोरे भिये करा दिता आस्शासार, जाका संपृत्री अबाब नहीं, क्ये कोशी पूज्यस्ते भुण्दणों गास, जे कणा एक गेरी भिये कोडिले, सिष्टम पूरे संपृत्री पेक्टाना एतू नमे लैका दिता इत्या हुँँ शुजान, तुइ से भिये कोडिले चो, से कणा एक लाकार अधिकांशलो के जाने ना तु इ सिष्टम पूरे तुर बोरे तालाक देदे, तालाक दे धाका हाडा दिले",
Noakhali_wMP0zweZUzA_seg0067.wav,Noakhali,13.168,możemy Plaid project Many very good  zwr note,
Noakhali_wMP0zweZUzA_seg0068.wav,Noakhali,18.328,बरहूलिश होभी सार। आबार हेते फूलिशेर ज़े रिमांट कमिटि आसान अनी। हेडर सेयार्मेल। हेते फूत तक दिन आशामी के किभाबे बार्कृश करा जाये। नतिन नतिन फध्धति आभिशकर करे। आइ देख्सी कोदी नागे। राज़रषर्रे दिम आनाइचे राज़रषर्रे दिम आनेर्साइजे। राज़र्षर्रे दिम आशामीर कुनां दिदे जानें तो। आउ!,
Noakhali_wMP0zweZUzA_seg0069.wav,Noakhali,13.0,আখন দারন আইমাই ইশারি দিলআং সারি লাই হিইলাই হিলাই হিলাই আন মামাজাই মামলা পিলাই আরি এতি বাফি আই ক�্ডিডা পাষাই দহে ডারি রাষ�,
Noakhali_wMP0zweZUzA_seg0070.wav,Noakhali,18.544,আনননর আননর ফিসকমনতা নাসকাইসন আডা আরা তা দি সাভাডি লাই বালি দির মালি দি লাভাই বাই বালি ছাই তুতু অসাসিতি মননর লালি আরা ই কিকা,
Noakhali_wMP0zweZUzA_seg0071.wav,Noakhali,19.66,মানপবণেস আটাল্লক শিংদলক আসোড্ন আস্যাত্ আকাস আক্লাক কাহ্যাস্যে আস্ল্লাযে আহ্লালালাত্ল্তা আস্্লাযা আস্লাল আছ আ,
Noakhali_wMP0zweZUzA_seg0072.wav,Noakhali,10.184,এরੇ কাজੀੁੀੀ শিলিম তੀলমাতা ফাজੀ সাজੀ আআকੀতੀ দੋদੇ দিদিন লকিকੋ মাযੀ যারা হাহੇ তੇ আসিরানিডান নাহੀ থালিকੋ আই দিযੋ মা,
Noakhali_wMP0zweZUzA_seg0073.wav,Noakhali,21.596,ഐਹਸ্�,
Noakhali_wMP0zweZUzA_seg0074.wav,Noakhali,17.72,अल्ला भिस्मिल्ला बॉली नामिजाण। तुमि के पागोल? अमारातो सुन्दो सारी नश्टोया जापे नामिना? बुमानिक फाईजले मी करो तुमि अमार साथे एम निम गाच कृत्रे कृत्रे अमि पागोल एकालाब। बुमानिक पागोल एकालाब। पर प्रियाद्तार शार्ते खुद्रतम शार्ते तो एक तीरे बुजाई तो मैं ते सिने। क्या? क्या करो? चुना चुना केवों नाए आए भानिबरी।,
Noakhali_wMP0zweZUzA_seg0075.wav,Noakhali,18.252,"तोमा के शामने अग्भई दिते यह। बारी जाओने इक्टू आगे दि तुमी कोल छिलो। चुट करी गरम अदि जेवा, आम्मा बैक्ते मने करी जे तुमी भानी एंजे भुज्ञाने। दिसिस्दा पर्फेक्षामेरी उदारनार कित्ताम। दिस्बिन्ला एजे देखा कोल छिलो ईरम करी पातम्खी। जागा खरूइछ कर कर भै ये खरूइछ कर रने यह से नो, ऐसकान ऐसकान इमने जाति दरी एक भाग।",
Noakhali_wMP0zweZUzA_seg0076.wav,Noakhali,18.86,"জাতি ডিরజజ, জাতবజ ডিডি জাতবజ. একার... তੇ লাতাই তাং পনেন লগে আশানে? এলা রజানে, জাদি খায আলা এআওউন. আযা আযা যাকা শমি এশাবা অমি তামকি একাভা হিডিসে দিশিনব নাই দিশিনব দিশিনব থাজানি মিয় হাতি বাও কিভাভি শিজাকিষি তিষে তিষে থা",
Noakhali_wMP0zweZUzA_seg0077.wav,Noakhali,18.048,तुइ तान्डा हुरा नौआखाली मान्शामांज जासा बैक हात्नाच्छागरी यला भी देगीर। तुभी भीए करी बोर्कलामा के साथ। मॉल्यला मान्चेर काम तू फूरूश्मान्चे करा आरी के नहां। आत्ता मने आर। तू हीती जमाई नहां। हीती तू जमाई। इसी सी सी दे। पूरूश्मान्चो यो मॉल्यला मान्चेर कलज थाना आरी। पोसू कसाल लाज आजे आखाजी दिया वैस आगरा। आइस्माल।,
Noakhali_wMP0zweZUzA_seg0078.wav,Noakhali,15.316,को नमा दरहा दर्समाई न skipping क initiation,
Noakhali_wMP0zweZUzA_seg0079.wav,Noakhali,19.48,"भिये कोईते नहकोईते बरकोलामा के सास। बरकोल्शी अलकालका गुर अरे. आहे तो रिग्या मातरा दूलाभाय। कोया इस पूच्यां तो नहाल लिने कलशमार खुलेटले कुदुरे गुरे बिल्ला बोली। समिश्या नायि! जे तो भिया कर बरहरे बरकोल्शी कालेटे लिएलाइ सो, एक तो दू ज़दरायाने जायें। ए! खापर्थार! खापर्थार दूलाभाय जायें ना! जान्मे को भालाल लाई, तो तिका में शिगही थे सी आममा के बोलियेर ना!",
Noakhali_wMP0zweZUzA_seg0080.wav,Noakhali,18.612,�ねぇizada तITY bucket घप भादेख<|en|>O étaient।,
Noakhali_wMP0zweZUzA_seg0081.wav,Noakhali,28.604,"direito ? Rode, I need it Rode, I said, I need it Where is it? Check on the flowers What are you doing Where is what I say, I need it Where is your things Until,I got the clothes O Sat boundary you berate your partner you b Pr announced Where is my inner를 I'm your brother O 꿀뿔 O baby of sadness I kina only I am your g-brother NG Even you marry only him D-I-N What is the matter Listen I'll give you early Do not say all your things HW Itís your Internet If you say",
Noakhali_wMP0zweZUzA_seg0082.wav,Noakhali,18.708,"Kual Chinnataku Faridhi, Sataksh Sudakaredeho Ki Dullabai? Suave rana ho Mahare Sharía K Einkirein Kholia than зам gaye se Tan onesh toon Colinس Pura Vesya Deorous Hai Hara πε Baala Lak Kathy Ges sticky Itu Ki noakami suola Noakami Suola inner diet Chaalathen Dullabai Andah Saakha Hiye Ja Ja Ja Ja Paristita SHEをして Sh equals me",
Noakhali_wMP0zweZUzA_seg0083.wav,Noakhali,10.772,੿੡ੋੱ੿ ੋੋੈੇ ੈੀੈੇ ੀੋੈੋ ੋੇ ੋੈੈੀ ੋੈੈੈ ੍ੇ ੋੀੇ ੀੋ ੋੈੋ ੈੀੈ ੋ ੇੁੁੇ ੇੈੈ ੁੇ ੆ੋ ੈੇ ੈੈੈ ੇੈ ੈੈ ੁੈ ੈੈ ੈ�,
Noakhali_wMP0zweZUzA_seg0084.wav,Noakhali,18.964,"तो धाका जबआ अमी एक ता जीनी सिध्धान तो निसी। तो च्योच्छ अमाँदे भारी ते दुइटा छुटा भूआ असे ना? आशू पूँ! शे छुटा भूआ देटा के छूटी दिए दिए दिबो? आप भानदा जे खाला आसे? तारे बुर्भा अपने ग्रामे तेका घूईरा आशें, आपने एक बसर आपने राशा लागपे नहीं एक बसर. तीन भूर काज तुमी करभा! हाँ होया ताक आलाम नाई!",
Noakhali_wMP0zweZUzA_seg0085.wav,Noakhali,18.896,আমি জি খলি তামাই ভাউ ঵াই ফাই থাকি কাথা দিতি সি এক বাচা গার সি সিকাজ আমি তামার দিযা কার� আভি মার্ এক? ইতা এতা পাজাসে সিটা কার পাজাসে আরা ফিলি শি একা সে নে পিবার ভাঈভা আসে আমাই বাযান ঵াই মাই ঵াই দাবি আই আপি বাি কিজা নে নে,
Noakhali_wMP0zweZUzA_seg0086.wav,Noakhali,18.416,Without information fighting every time glamorous Hey bro Hey it's a government restaurant bro Bro you Shiru You need an appointment Give me empty hands,
Noakhali_wMP0zweZUzA_seg0087.wav,Noakhali,14.7,আমাযতে কিছ্যা বিসিছা হিন এ এ জি তে পাউ তে কান জাগার পাউ? আই লাই রাল ডিসিট কালি? নি পাজি নি তে তে কান কাতা কাঈ? কিযাছি কিযাছি কিযান ওযান? এ? তে তি খি আংগমাতান?,
Noakhali_wMP0zweZUzA_seg0088.wav,Noakhali,18.352,"नौखलीर कठा काई निकोन! Be the hegeb! वह तो बोक七 बारी कalez थो्! असाँ पारी भो आजगा तुन अस गात तुन के이에요 ईलिए niet crowds? के इगलती पत modeling spice? उसक़विस ओसी D DC खर्रे इका। खर्रे एक § कुसा,सम्माpitiscover अज बस्टम्स में कीराजा।",
Noakhali_wMP0zweZUzA_seg0089.wav,Noakhali,11.796,अमिं आर कटो कथा बॉलबणा। मानुश आसले भाबभा अमिं भॉबा। आपने के देखना मर भॉयलागे। अमिं ताके लिए सुजीश तेके बीश कीचौ एक तो बोल से आपने अमेर मुकता दरे सलाई करे देसाण उन्हों जिप भाटा के फिल्सान। अमिं चुप।,
Noakhali_wMP0zweZUzA_seg0090.wav,Noakhali,19.44,муж understand what I saidера no Alexandra다가 kuya,
Noakhali_wMP0zweZUzA_seg0091.wav,Noakhali,19.6,"सुदेन्यारे? जी! तोर बो तोन वाखलीर बो, हेटी तोन वाखलीर काता कौईता हीत्ते होईटन। घे? कौईतो दिलो, है! तो दर्कार की? ताहना दर्कार नहीं तो! काईल क्या टिकेट काईई तोर बोलेटी धाका सोली जाबी. Ɔ 뭔 trigger  Tucas ak– Your'e nice couple Ɔ beneathally Come', yeah Ɔитесь-电子來說",
Noakhali_wMP0zweZUzA_seg0092.wav,Noakhali,15.452,ताकी आक्सेट क्यानू? रेनी रेसो किल ले? इं अपे तो निक्हिदा लाक्स थे। ओरे आरहे रामितेन बॉक लाकिजी। अल्ला ने अमी पाग होल रहे जाफू। अच्यी कुछता माई ताहा खोल रहे जायाम। आप तेरा प्लीस पाहमे ना में यान्निते पार्तिसी ना। एकुदा आरार सुज्जा ना ना ना एक्के ना सुथा केन।,
Noakhali_wMP0zweZUzA_seg0093.wav,Noakhali,19.068,"OOF! OOF! PARSE PARSE PARSE! OOF! PARSE! PARSE! KEE PARSE KEE MIMSE? OOF! ANGON NOO AHELIWASHA OOF! OOF! OOF KOYARA! OOF! OOF! E FADAR PAPI, AMNE BOOIBO KANDANKILI ABUSHOK KANEBERKOTA ZE ZERIGEREBI IEGO CHEN AMNE SHARAZIWAN KANEBIO",
Noakhali_wMP0zweZUzA_seg0094.wav,Noakhali,15.304,এারাভি কুাই কিএ কিতাং আনন্জে আলা কিযালা শিরশেন দাগি তারান আকি঵ি ফাই নিই জাজাই জাইগারি বিই গছিছে এলাকার বিতরি আডি আংদি আ�,
Noakhali_wMP0zweZUzA_seg0095.wav,Noakhali,17.516,сиг Türkiye,
Noakhali_wMP0zweZUzA_seg0096.wav,Noakhali,18.936,频 milliards  earthquake  뉴스 sentences song KNOWN prophetic local that God,
Noakhali_wMP0zweZUzA_seg0097.wav,Noakhali,15.116,Bifty keratav setan Ad �? Khgentle Ab exert nah,
Noakhali_wMP0zweZUzA_seg0098.wav,Noakhali,15.984,एगर उश्etry कॉ肉 हर हर,
Noakhali_wMP0zweZUzA_seg0099.wav,Noakhali,15.604,"आर हलार एक्टा ना एक्टा सुबावन्तोत लागी जैसें. मैं नहलो बीभीन्नो जाग एटे कट्छा जे नहीं शाने नहां. जाग भाभी यवन, जे तू एक्टा बुन कोरी येलाएषें विजे मुरो भीड़ा कायना कोरी आकामेर असूद नहीं. अन्तो आर के सू करा नहीं. तार फरा जोदि कोना अपश्यं थाके सिष्टम करी कागस जे दियें.",
Noakhali_wMP0zweZUzA_seg0100.wav,Noakhali,15.56,"जो दे सिक्निसा लागा दर्कोले आज यो गे दे थी मुझ्ट। की, की शेर कागोच ले काथा सूलते से? की, की दिलाभाई, कागोच कीया? की शेर कागोच, शेगोला दुमी परे रखो आई? आकलीमा, तोस्लीमा, नासीमा, साबीना, रूबीना, इदेर साते तोमां की छिलू?",
Noakhali_wMP0zweZUzA_seg0101.wav,Noakhali,11.732,"तुमिनाके इदरके निये आम भागन, लिछु भागन, तार पर पाथ खेत, आकेर खेत, तार पर इस्कूल र भागन यो भाट्रुम इर चिपार मोझे गिये गिये कॉट खेसू? इको लाता के बारो का तुमिनाके जॉर्ड वाल्गा!",
Noakhali_wMP0zweZUzA_seg0102.wav,Noakhali,14.744,"అలుగ్లూ వాసిము తాడికులి అన్తి మునినన నండన నండన మారు నండన మారు. ఏక్లు జులున మృశరిక్ పరికాడు తొన్నలు నండన కోకో కో కో.  kinderen kathi dot communion Ake hai, PDP is missing Ake hai deran Laha hai Viya mak explos mi 온�CH30 Launching",
Noakhali_wMP0zweZUzA_seg0103.wav,Noakhali,19.256,Toslimaaa Toslima Toslima Toslima Toslima Toslima kare Toslima kare Toslima kare Toslima kare Toslima kare내가 Melrecht Solomon,
Noakhali_wMP0zweZUzA_seg0104.wav,Noakhali,12.332,এরাই ওযাতা গাসিলে ফাতলালে ভিচা শাতলালে ভিচা এ দার বিটাল যা এ এ দার বিটাল যা এ শাথা পিতান আরাই পনাছিত করনলল এ তামাল আমা অমা,
Noakhali_wMP0zweZUzA_seg0105.wav,Noakhali,20.924,अ problèmes चेःया real Mr Ma Ovaz Constant growl Music Music Music Music Music Music Music Music Music Music,
Noakhali_wMP0zweZUzA_seg0106.wav,Noakhali,19.656,"देखशेन नि, पेडी मनुझ देखशेन नि, जोदि इबली सहयता नाशी यो सामीन नोमे पब्धांट कहे, इबली सहयता नदर कोई भाईचा, भूके जराग दरी सामीन रुप सापाई भूर्पो, एको! अम्मा डाक्सेन! ओ, आजसो? अम्मा! डाक्सेन तो! आयो! हं? यहने पशी बरा! पशा पशा पशा! पशी बरा पशी बरा! पशी? वो ये खेर्गिन काडि काडि वने रहा!",
Noakhali_wMP0zweZUzA_seg0107.wav,Noakhali,18.12,çekर कर बो कान उ?क्या खा? किल कaus? ता okus,
Noakhali_wMP0zweZUzA_seg0108.wav,Noakhali,19.172,এটরালাপ মায খিড কাই নি কান ওন মান ইকান কান আ? পনাদিদ কাই নি? আরার্ গর্ ওদে কান কায কে কায কে কায? ওমি তার গার্ এ শাভায আশাভায খিড দিদি পান আ? কিশি কিশি কিছি দিলি এ গার্ তার খিযি তায আরাম হি? কার? মাম মাম পারভন আমা আমার কার্ আনিক ভায লাগি ভিশাচ কারি? আমা?,
Noakhali_wMP0zweZUzA_seg0109.wav,Noakhali,17.72,আমাযাসা ডারিটাম ডারিটাম নারি ওারি কাসনা কিযারি ওযাম ডারি ওযায় সিকিকিটাম পজিনি এহারি বাদি গার� দাহন খা঵াঈটা শিকিলকল লাম �,
Noakhali_wMP0zweZUzA_seg0110.wav,Noakhali,19.728,wolltak denk ni hira hira hira hira hira hira hira hira hira,
Noakhali_wMP0zweZUzA_seg0111.wav,Noakhali,18.58,সੁজানা তিখট কাতੇ সনকੈয়ੀ কੇ রামা আমা তিলੇ কালি আই সিবੀরা দকালੇ শালি জা ওিজা.,
Noakhali_wMP0zweZUzA_seg0112.wav,Noakhali,19.612,"Anyway. Okay, I have spoken. As you'd say, Hmm.",
Noakhali_wMP0zweZUzA_seg0113.wav,Noakhali,19.772,"পমি খআরয় কাটর? আমি গূরয রায কাও? আমি কাও ভারয পায পায কাতর? আরয, হিয়়াক্ একাগরা খন আমি বহি দিতে চরে তরা আকো ধান? আমা আমা আকানসলীলিতান আকানসলিতান মাই নালালাকামাবলোটাল বিলিও আকাছিতান আমা সআইকিতে তারাযর কিকিলি এশান নাইকা হাডা ধাডিতা হ",
Noakhali_wMP0zweZUzA_seg0114.wav,Noakhali,19.152,आपको प्रश्णू कुडि? नौआ काली। अगग कथा जिंगाई? अगग कथा जिंगाई किया?,
Noakhali_wMP0zweZUzA_seg0115.wav,Noakhali,19.488,আনিরো ভাযায শিতি জারকলি ভিযি ধান আ? আমারো জারকলি ভিযি ধান? আম হাতার প্মে পাগলে ই হাতাগা বাডিজা এ হাতার উদান এ এ ভিযাকল ছো? আপা আ? আনি কি দাখি এতার প্মান পাগল উযায হাল ভিযাকল?,
Noakhali_wMP0zweZUzA_seg0116.wav,Noakhali,16.728,আটার ফিটনেজ আর হাতার ভানবন বারন হাশি সিডাপকি একান হাশি দায সি? একাপাকি কান বালি? আটার সায সিডা মানে তা সিডা দাযন না আথার তার টুনি পাখি লাহন সিযাডা? এলা এই আথার আদিলকি সিডা পাখি পালি?,
Noakhali_wMP0zweZUzA_seg0117.wav,Noakhali,17.288,"इरे, सुतनर बच्छर! एरे, सुतनर बच्छर! तोुकरा हीनि। ये ओरे, कपाल कषारा चुर्रा उढ़ाइजू मुझू। कले उपेन्ड्य। आ? लप्जा शरम गर्हे णा ऑप्छाने। ढू। ए, आम पच्छी! आम पच्छी! आम पच्छी!",
Noakhali_wMP0zweZUzA_seg0118.wav,Noakhali,19.772,हेती आमलो गेलो कैमने तु धुच्छार लिना? गाये बाल नाई? गिलोस तो कम ना? ए जा आर संपत आर पुला हैनेर मुकेर हुक लोई सोली गयासे तू जा आंगो आंग रेतल यानबी जोदि हिरायते ना पराश ताईले कोलाम ए भारी ते तो इठाइक ते हाट्टिना सुजेन्या तोर बरे सुजा दारेक दाकाई पाढाई दिवी,
Noakhali_wMP0zweZUzA_seg0119.wav,Noakhali,3.888,जप! अमं लiew अस्पा��요. अम गो बा दिआगा हाता!,
Noakhali_wMP0zweZUzA_seg0120.wav,Noakhali,20.956,emmentा kauna din kab cautious ك渋 niet hath ni kuno  alaraveKDEJo�,
Noakhali_wMP0zweZUzA_seg0121.wav,Noakhali,18.824,"तरकर परिने सुलेन मुडि दरी सुलेन मुडि दरी है तीन रहानार हा जा अए रहानार अहार बरे रहानार आम पैभी हैं देख से निकाना आम दा कोता बरो खाली परे परानदा जुराए जाए भो ओ मा गूस आस्छे भभी आम दा दा ये बेडी क्या कोई? क्ये रहानार दा? हा? अमी आम पैसी हैं, अमी खायां",
Noakhali_wMP0zweZUzA_seg0122.wav,Noakhali,17.344,अन्ने सासुरी आन्ने पाढाराक न दिल्ली फाढाक। ताते आर की। बाल्लोबे भर वे चोना आइ आम पाय से आई अम जीवन आई दितान्नो। आई खैूं। लवी दाके आं ता देन।,
Noakhali_wMP0zweZUzA_seg0123.wav,Noakhali,19.46,"जोदि आम्ता नार देन तहईले आपने से तेमाज़़करा कोता हवे। अद्या, माहा गुमा! तेती कोई कि? तेती नहीं आर वरीते आए आर लोके ज़ाकरा कर्बो! तेती, तौ आर वरीते आए आर लोके ज़� Peter, आए कि सूप करे भई ताकुम नि!  tradicional",
Noakhali_wMP0zweZUzA_seg0124.wav,Noakhali,19.896,अम्ता देआन। अम्ता जोदि ना देआन। तेलिले बाद्धो है अमाके अपना मारते होबे। की कोईली हंगुडी तू यहां आरे नी मारवी हैं। आगि सूप करे बई थाकूम नेक्छी। हंगुडी हो तीन बारो बातारी तोरे सूप बारी जाद बुलूशाइ। रे यहां सामने आर बोरे मारार केल। यह न यह न तीरा तीरा लाइक्जे तू यह मरन अस्का तू मरन अने टार।,
Noakhali_wMP0zweZUzA_seg0125.wav,Noakhali,22.652,scheda saupyet I'll be still.,
Noakhali_wMP0zweZUzA_seg0126.wav,Noakhali,17.716,आपकाई अच्छान पर इस्ताँ जोदि. तेना मारी यलाट तेना मारी यलाट आरा मारा नहीं नहीं. अम पार है ते रा अम पार ओई ते यह मुरें. उधिक सुद्धि बडडडडब. अम दे. अज अभी अम आन्ते. अज दुम लाख दे.,
