filename,human_correction,dialect
Sylheti_6Ycv4OO9kwo_seg0064.wav,"আমার বউয়ের হঠাৎ করে পেটে ব্যথা শুরু হয়েছে, এখন কিভাবে কি করবো আমি, দিশেহারা হয়ে গেছি। কিছু টাকা আমাকে দাও তুমিম বেশি টাকার দরকার নেই ভাই। কিছু টাকা হলেই হবে।
আহ হা! ওহে গদা,",sylheti
Sylheti_6Ycv4OO9kwo_seg0065.wav,"এটা তো বুঝেছি ভাই, আর আমাকে এসব বলা লাগবে না। পরে আমি ইমোশনাল হয়ে যাবো, যদি আমার চোখে একবার পানি চলে আসে, পরে এমন অবস্থা হবে, কাপড় চোপড়ে সব রোদে দিয়ে হবে। এখন তোমার কিছু টাকা দরকার বুঝলাম",sylheti
Sylheti_6Ycv4OO9kwo_seg0066.wav,"কতো টাকা? আমাকে পরিমান বলতে হবে। পরিমাণ যদি না বলো তাহলে আমি কিভাবে বুঝবো? আগে বলো কতো টাকা লাগবে? কতো টাকা হলে তুমি বিপদ থেকে উদ্ধার হবে?
ও ভাই সাহেব, বেশি টাকা লাগবে না, আপাতত ডাক্তারের কাছে নিয়ে দেখি, আমার বউয়ের সমস্যাটা কি? আপাতত পাঁচ হাজার টাকা দিলেই হবে।
পাঁচ হাজার!  ওহে গদা।  আমার পকেটে তো এখন পাঁচ টাকা ও নেই।",sylheti
Sylheti_6Ycv4OO9kwo_seg0067.wav,"এখন কি করবো? 
ইয়া আল্লাহ! ভাই সাহেব। না করো না। তুমি ফিরিয়ে দিলে আমরা কার কাছে যাবো? বিপদে পড়লে সবাই একমাত্র তোমার কাছেই আসে।
আচ্ছা ভেঙে পরো না। না করিনি। তবে ব্যবস্থা একটা আছে।
হ্যাঁ!  কি ব্যবস্থা?  বলো, তাড়াতাড়ি বলো।
ওই যে মহিলার কাছে দেখো না।
মহিলা কে?
হাওয়া বেগম। তুই চিনবি না, তবে আমি চিনি। বড় দয়াশীল মানুষ।  বুঝছো? পরোপকারী। ",sylheti
Sylheti_6Ycv4OO9kwo_seg0068.wav,"কিন্তু নিয়ম একটা আছে। করতে পারবে?
এসব কোন সমস্যা না।এখন যে বিপদ এ পড়েছি, আমি কাউকে মুখ দেখাতে পারবো না। শশুড় বাড়ি ও বলতে পারবো না। আবার এদিকে আমি যদি এ সময় টাকা যোগাড় করতে না পারি, বউয়ের কাছে লজ্জায় পড়ে যাবো। নতুন বিয়ে করেছি, বলবে টাকা পয়াসা নেই কিন্তু বিয়ে করেছে।
আচ্ছা আমি তোর বিষয়টা বুঝতে পারছি। বড় খারাপ লাগছে তোর জন্য কিন্তু কিছুই করতে পারছি না। তবে করতে পারবো, একটা সিস্টেম করে করতে পারবো। আমার কাছে যদি থাকতো দিয়ে দিতাম। দিয়ে বলতাম,"" আগে চিকিৎসা করা, পারলে দিস ঋণ হিসেবে, আর না পারলে দিস না, সমস্যা নেই।"" কিন্তু আমার কাছে তো নেই, আমি এমন এক ইমোশনাল মানুষ।  অনেক দুঃখ লাগে গরীবের দুঃখ দেখলে। দিয়ে দিয়েছি, সব দিয়ে দিয়েছি। কিছুই বাকি নেই। কিন্তু ওই মহিলাকে পাঁচ হাজার টাকার কথা বললে দিবে, আমি বললেই দিবে।",sylheti
Sylheti_6Ycv4OO9kwo_seg0069.wav,"তুই মাসে মাসে পাঁচ হাজার এর এক হাজার করে দিবি, পারবি?
এসব কোন সমস্যা না, আগে আমি বিপদ থেকে উদ্ধার হই। তোমার এই এক হাজার দিয়ো তুমি।
ঠিক আছে। বউ অন্যের মেয়ে। অন্যের মেয়ে এনেছো, ভালোবাসা দিয়ে রাখবে। বউ ভালোবাসার জিনিস, ভালোবাসা দিয়ে রাখতে হবে।
ভালো না বাসলে কি এমন হতো? আমি পাগল হয়ে গেছি, বুঝেছো? পাগল হয়ে তোমাকে খুজছি। আমি তো জানি একমাত্র তোমার কাছে আসলেই পাবো আমি। দেখেছো? আমি বিপদে পড়েছি, এই যে উদ্ধার হয়ে গেছি।
ওই মহিলা দিয়ে দিবে, চিন্তা করো না। এক কাজ করো, সন্ধ্যায় আমার সাথে একবার দেখা করিস। আমি এখন ওনার কাছে যাবো। ওনাকে বুঝিয়ে সুঝিয়ে পাঁচ হাজার টাকা এনে রাখবো, আর তুই সন্ধ্যার পর এসে টাকা নিয়ে যাস। ঠিক আছে?
আচ্ছা সমস্যা নেই। আমি আসবো ভাই সন্ধ্যায়। 
তা কোথায় যাচ্ছিলি? আমার বাড়িতেই?
হ্যাঁ তোমার বাড়িতে।  এখন আমি যাই, গিয়ে দেখি বউ এর কি অবস্থা। 
আচ্ছা যা, যা।
ভাই, বড় উপকার করলে ভাই। আসসালামু ওয়ালাইকুম। ",sylheti
Sylheti_6Ycv4OO9kwo_seg0070.wav,"চিন্তা করিস না। ইয়া আল্লাহ, কি এক সমস্যায় পড়লাম।  গ্রামের সব মানুষ আমার কাছে চলে আসে। ওহ ভাই সকল, বুঝতে হবে, আমার কাছে ও তো নেই। আল্লাহ আমাকে মন দিয়েছেন, কিন্তু ধন দেন নি। যদি ধন দিতেন, চাপে দিয়ে দিতাম। কিছু করার নেই। কিন্তু ওই মহিলার তো আছে, ওনার কাছ থেকে এনে এনে দিবো। কোন চিন্তা নেই।
পবন মন্সির মতো ভালো মানুষ থাকায় ",sylheti
Sylheti_6Ycv4OO9kwo_seg0071.wav,"আজকে কতো বড় একটা বিপদ থেকে উদ্ধার হলাম। তোমাকে ডাক্তারের কাছ থেকে সুস্থ করে বাড়িতে নিয়ে যাচ্ছি।
হ্যাঁ হ্যাঁ। 
এখন ভালো লাগছে? 
হ্যাঁ খুব ভালো লাগছে। 
তাহলে চলো, বাড়ি চলো।
তোমরা কোন চিন্তা করো না, যতোদিন গ্রামের এই গর্বিত সন্তান বেঁচে আছে, ",sylheti
Sylheti_6Ycv4OO9kwo_seg0072.wav,"লন্ডন, আমেরিকা, ফ্রান্স, কানাডা,  সৌদি আরব, মালয়েশিয়া যতো দেশের মানুষের সাথে আমার সম্পর্ক,  এসব তো আর বলে শেষ করা যাবে না। অনেক মানুষের সাথে আমার সম্পর্ক। এই যে আমি আনি, এনে তোমাদের সাহায্য সহযোগিতা করি, আমার সাহায্য সহযোগিতার কনডিশন কিন্তু আলাদা। আমি কিন্তু কানা, বয়রা, ল্যাংড়া, প্রতিবন্ধী দের সাহায্য করি না।",sylheti
Sylheti_6Ycv4OO9kwo_seg0073.wav,"আমার সাহায্য করার কৌশল হলো, এই যেমন মধ্যবিত্তরা, যারা কাউকে বলতেও পারে না, আবার সহ্য ও করতে পারে না।  আবার অভাব অনটনে পড়ে, লেবুর মতো যাতা কলে চিপে লেবুর মতো রস কস শেষ করে ফেলেছে তাদেরকে সহযোগিতা করি। আবার দেখো তোমাদের অবস্থা। সবকিছুর পর একটা প্রবাদ আছে, "" ঘাট পেরিয়ে গেলে, খেয়া ফেলে দাও""। উপকারীর পেটে লাথি দেয়া। এখন আমি উপকার করলাম, পরে তোমারা যদি আমাকে ঘরোয়া বাঁশ দিয়ে দাও তাহলে তো হবে না। এর জন্য বললাম, তোমরা এসব মনে রেখো, আমি যে বললাম অভাব অনটনে যারা আছে, তাদেরকে আমি শুধু সহযোগিতা করবো, কানা,ল্যাংড়া এদেরকে অনেকেই সহযোগীতা করবে, কিন্তু যারা কাউকে বলতে পারছে না, সহ্য করতে পারছে না, তাদেরকে আমি সহযোগিতা করি।
আচ্ছা গদা, তুই বলতো,",sylheti
Sylheti_6Ycv4OO9kwo_seg0074.wav,"তুইকি সাহায্য পাওয়ার মতো মানুষ? কিন্তু আমি তোকে সাহায্য করছি, এটা হলো আমার মানবিক দৃষ্টিকোন থেকে তোকে সাহায্য করা।
তুমি যে আমাদের উপকার করছো, এটা কি আমরা কখনো অস্বীকার করেছি?এই যে তুমি এতো কষ্ট করে লন্ডনি, আমিরিকান এদের কাছ থেকে টাকা পয়সা এনে দাও, এটা তো আমরা ভালো করেই জানি, পুরো গ্রামের মানুষ জানে। আজকে কি কিছু পাওয়া যাবে? 
থাকবে না কেন? আছে। এই,",sylheti
Sylheti_6Ycv4OO9kwo_seg0075.wav,"আমি কিছু বুঝি না, তোমরা আমাকে কি মনে করেছো?আমাকে কি কোন রাজনৈতিক নেতা মনে করেছো?  যে তোমাদেরকে এখানে এনে আমি ভাষণ দিবো।
না না, অবশ্যই কোন সহযোগিতা করার জন্যই তোমাদের এনেছি, তোমাদের জন্য কিছু এসেছে আমার কাছে, তোমাদেরকেই দেয়ার জন্য।
মুরুব্বি, চলে যান আপনি, যাই হোক মুরুব্বি মানুষ তোহ।",sylheti
Sylheti_6Ycv4OO9kwo_seg0076.wav,"সমস্যা হলো, আমার মন কিন্তু অনেক নরম।  এই যে আমি কান্নাকাটি করে নিয়ে আসি, আনার পর তোমরা এমন এক পর্যায়ে যাও, মানুষকে এসব বলো না, মানুষকে এসব বলতে হবে। তোমাদের মধ্যে সমস্যা ভরা, তোমরা আমার নাম বলবে।",sylheti
Sylheti_6Ycv4OO9kwo_seg0077.wav,"মানুষের কাছে গিয়ে কি করো, আমার নাম বলার পর সাথে লেজ একটা লাগিয়ে দাও। অমুক লন্ডনি দিয়েছে,  অমুক আমেরিকান দিয়েছে, আর গোলাপ খাঁ আমাদের এনে দিয়েছে। কেন ভাই? এই লেজটা কেন রাখবে? লেজ সরাসরি কেটে ফেলবে। কেটে শুধু আমার নাম বলবে যে গোলাপ খাঁ দিয়েছে। এই যে আমি আনি, সহজে তো আনি না, অনেক কান্নাকাটি করে আনি।",sylheti
Sylheti_6Ycv4OO9kwo_seg0078.wav,"ঘটনা হলো এইযে কানা, বয়রা, ল্যাংড়া। তারা যদিও আমাকে এদের জন্যই দিচ্ছে। কিন্তু আমি চিন্তা করে দেখলাম,",sylheti
Sylheti_6Ycv4OO9kwo_seg0079.wav,"এদেরকে দেয়ার মতো অনকে মানুষ আছে। গ্রামের মধ্যে এদেরকে সাহায্য করার মতো মানুষের অভাব আছে? কিন্তু তোমাদের সাহায্য কে করবে? এই যে তোর বাড়ি ঘর পাকা, অথচ তুই বেকার, কাজ কর্ম করিস না, খেতে পারিস না, কতো সমস্যায় আছিস। এটা তো আর ঘরে ঢুকে কেউ দেখছে না। বাইরে থেকে দেখছে ঘরে চকচক, ঝলমল করছে। কিন্তু দেখো ঘরে নেই ভাত। এজন্যই আমি চিন্তা করে দেখলাম আমার এদেরকে সহযোগিতা করা দরকার। যাই হোক, আমার নাম বলবে, গ্রামে যেখানেই যাবে, যদি বলে কে দিয়েছে?",sylheti
Sylheti_6Ycv4OO9kwo_seg0080.wav,"কে দিয়েছে? 
গোলাপ খাঁ ভাই দেয়েছে, হ্যাঁ! 
ধর তুই নিয়ে যা পাঁচশো।
আল্লাহ তোমার ভালো করুক! ভাই। 
হ্যাঁ হ্যাঁ,  এই তো সুন্দর, সুন্দর। যাই হোক। হাহ হাহ হাহ।
গদা রে, এই গদা, তুই তো আসলে আমার মনের ঘরে জায়গা করে বসে আছিস।",sylheti
Sylheti_6Ycv4OO9kwo_seg0081.wav,"এমন এক পরিস্থিতি হয়েছে, আমি কাউকে বলতে ও পারছি না, সহ্য ও করতে পারছি না। যাই হোক,
হ্যাঁ রে ভাই, তোর তো মুখের জোর আছে, নাহলে, আমরা তো এক সাথেই চলাফেরা করি। কথার জোরেই তো এতো ভালো অবস্থা। 
এই দেখ, এই দেখ",sylheti
Sylheti_6Ycv4OO9kwo_seg0082.wav,"আমার ইচ্ছা ছিলো তোকে পাঁচশো টাকা দিবো, কিন্তু তোর এই কথার উপর তো আর তোকে পাঁচশো দিতে পারবো না, কারণ ঘরের কথা মনে পড়ে গেলো। তুই তো এখন আর একা না, নতুন বিয়ে করেছিস। স্নো,পাউডার,ক্রিম এসব যদি বউকে না দিস তাহলে তো মন পাবি না। যাই হোক, নে তোকে এক হাজার দিলাম।যা, আমার নাম বলিস বেশি বেশি।",sylheti
Sylheti_6Ycv4OO9kwo_seg0083.wav,"নাম কিন্তু গোলাপ খাঁ। সুন্দর ভাবে বলবি। সাথে আবার যুক্ত করিস না আমেরিকা থেকে এসেছে, লন্ডন থেকে এসেছে আর গোলাপ খাঁ দিয়েছে। এটা বললে আমাকে ছোট করা হবে। কান্নাকাটি করে করে আমি টাকা আনি। যাই হোক, আল্লাহ ভরসা।
এইযে সৌখিন মেয়ে, এইযে বড়লোকের মেয়ে,এই এদিকে আয়, বেরিয়ে আয়।
কি হয়েছে? ",sylheti
Sylheti_6Ycv4OO9kwo_seg0084.wav,"তোমার সমস্যা কি? তোমাকে আমি একশো দিন নিষেধ করেছি, আমার সাথে এভাবে চিৎকার করে কথা বলবে না।
সমস্যা 
আমার চাকরি, আমার সার্টিফিকেট দে, আমার কাগজ দে,আমার কাগজ দে।
এই যে তুমি এমন করছো কেন?",sylheti
Sylheti_6Ycv4OO9kwo_seg0085.wav,"কি হয়েছে?  তোমার কি হয়েছে?  আমাকে বলো কি হয়েছে?
কিছু না, আমার মাথা কাজ কিরছে না, আমার চাকরি পেতে হবে, আমার কাগজ দে, আমি অফিসে যাবো, ইন্টারভিউ দিবো। দে, তোর বাপের বাড়ি যা। সোনা গয়না এনে সাজ। তুই রানী,আমি রাজা, তুই রানী আমি রাজা।
ও মা গো, পাগল হয়ে গেছো তুমি, পাগল হয়ে গেছো",sylheti
Sylheti_6Ycv4OO9kwo_seg0086.wav,"এতো সময় আমি বুঝতে পারিনি।  আমার মাথা কাজ করছে না। আমি পাগল, হাহ হাহ হা, আমি পাগল। আমি পাগল। ",sylheti
Sylheti_6Ycv4OO9kwo_seg0087.wav,"আমি পাগল, আমি পাগল।  আমার সার্টিফিকেট দে, আমি তোর সাথে পাগলামি করবো, আমি পাগলামি করবো। 
এই যে,
আমি পাগলামি করবো। 
আমার স্বামী পাগল হয়ে গেছে গো।
এই দাড়া আমি পাগল,  আয় আমার সার্টিফিকেট দে, দে।
ইয়া আল্লাহ,  তোমরা শোনেছো? আমাদের তেজ ইসলাম ভাই পাগল হয়ে গেছে, সবাই শোনেছো?
তুই এক কাজ কর, 
কি?
তুই মেকাপ নে, নিয়ে তুই সাজ।",sylheti
Sylheti_6Ycv4OO9kwo_seg0088.wav,"সাজার পর তুই আমার সামনে নাচ। নাচ তুই সুন্দরী পয়সা পাবি রে।
দাঁড়াও, তোমাকে আমি নাচ দেখাবো, আগে ঘরে যাই আমি।
নাচ, নাচ, নাচ, নাচ।
এই দেখ, এইদেখ জনগণ এসেছে। ",sylheti
Sylheti_6Ycv4OO9kwo_seg0089.wav,"এই নির্বোধ জনগণের জন্য, আমাদের সমাজে, দেশে, যতো ধরনের অপরাধ আছে তাল গাছের মতো মাথা উঁচু করে এসব দাড়াতে পারে।
নাচ,নাচ। এই জনগণ, দেখো তোমারা। নাচ। এই দেখ, এই দেখ, আসেছে আরেক বাটপার। 
",sylheti
Sylheti_6Ycv4OO9kwo_seg0090.wav,"এই-যে বাটপার এসেছে, জনগণ এসেছে,  বাটপার এসেছে।  এই দেখ চিটার এসেছে। আরেক চিটার, চিটার এসেছে। এএ হেহেহে! এই দেখ প্রতারক। ",sylheti
Sylheti_6Ycv4OO9kwo_seg0091.wav,"এই দেখ প্রতারক এসেছে। বাটপার, চিটার,প্রতারক। 
ইয়া আল্লাহ!  এসব কি বলছো ভাই, কি হয়েছে তোমার? কোন সমস্যা? ভাইকে বলো, টাকা পয়সা লাগবে কিছু, হ্যাঁ? লাগলে বলো। আর তুই কিই বা বলবি, পাগল হয়ে যাচ্ছিস। সে তো বলতে পারবে না। এই যে, ও বোন,তোমাকে বলছি, তোমার স্বামীর চিকিৎসা বাবদ যদি টাকা পয়সার প্রয়োজন হয়, আমাকে বলো, সমস্যা নেই। যদিও বর্তমানে আমার সামর্থ্য নেই, গরীবদেরকে দিয়ে একেবারে শেষ, ওই মহিলা দিবে, উনার কাছ থেকে এনে দিবো। লাগবে? 
হেহে, হে হে। চিটার, বাটপার,  প্রতারক, ওর কথা শোনো। এই!",sylheti
Sylheti_6Ycv4OO9kwo_seg0092.wav,"তুই যে মহিলা মহিলা বলে, ওই মহিলার কাছ থেকে এনে মানুষের উপকার করিস, মানুষকে সুদ এ লাগিয়ে দিস। ওনার মহিলাকে কি তোমরা চিনো?
জ্বী না, চিনি না তো!
আমি বলছি, ওই মহিলা হলো ওর বউ, আর ও ই হচ্ছে হাওয়া। এই যে,  ও বউ,  ও ফুলমালা, কোথায় গেলে?
জ্বী? 
এদিকে এসো, এদিকে এসো। এক কাজ করো,পঁচিশ হাজার টাকা নিয়ে এসো। লিটন কে দিতে হবে বিশ হাজার, গদাকে দিতে হবে পাঁচ হাজার। ",sylheti
Sylheti_6Ycv4OO9kwo_seg0093.wav,"পঁচিশ হাজার, নিয়ে এসো,তাড়াতাড়ি নিয়ে এসো।
এই যে,  তাদেরকে কি বলেছিলে ওই মহিলার কথা?
হায় আল্লাহ!  বলেছি হাওয়া বেগম এর কথা, আর হাওয়া বেগম তো তুমিই। তারা তো এটা জানে না, তুমি আমার হাওয়া,  তুমি আমার হাওয়া, তুমি আমার হাওয়া। যাও টাকা নিয়ে এসো গিয়ে। টাকা প্রস্তুত রেখো। যখন তারা টাকা নিতে আসবে।
এনেছি।
কতো এখানে? 
পঁচিশ হাজার। 
ঠিক আছে। দাও। এদিকে দাও৷ কেমন চমৎকার এখ খেলা শুরু করেছি।",sylheti
Sylheti_6Ycv4OO9kwo_seg0094.wav,"মানুষ মনেকরে ওই মহিলা দিচ্ছে।হাওয়া বেগম। কিন্তু মানুষ তো জানে না, হাওয়া বেগম তো আমার ঘরে। এক কাজ করো,",sylheti
Sylheti_6Ycv4OO9kwo_seg0095.wav,"তুমি চলে যাও ঘরে। বুঝেছো। কিছুক্ষণ পর সন্ধ্যা ঘনিয়ে আসবে, ওরা আসবে টাকা নিতে। গদা কে দিবো বিশ হাজার,  নাহ গদার পাঁচ হাজার আর লিটনের বিশ হাজার। আর তাদেরকে আমি বলেছি লিটনের বিশ হাজার এ মাসে মাসে পাঁচ হাজার দিয়ে দিবে, আর গদা পাঁচ হাজার এ মাসে মাসে এক হাজার দিয়ে দিবে। ঠিক আছে? আচ্ছা যাও,
যাচ্চি আমি ঘরে।
ভিতর দিয়ে যাও।",sylheti
Sylheti_6Ycv4OO9kwo_seg0096.wav,"ইয়া আল্লাহ!  দেখেছো। ওই মহিলা থাকায় জীবন বাঁচলো।গরীবদের জীবন বাঁচছে ওই মহিলা থাকায়। যদি ওই মহিলা না থাকতো, এরা কি করতো, মরে যেতো, মরে যেতো না খেয়ে।
এই তেজ ইসলাম।  তুই এসব কি শুরু করেছিস, পাগল হয়েছিস? নাকি অভিনয় করছিস? 
আমি অভিনয় করছি, তোর মতো অভিনয় করছি।",sylheti
Sylheti_6Ycv4OO9kwo_seg0097.wav,"এই চিটার, টাউট, বাটপার, তুই ও তো কম না। এই, তুই এতো এতো ঢপ দিস এলাকার মানুষদের, তর মামাতো ভাই, কি ভাই এর ট্রাভেলস আছে, মানুষ বিদেশ পাঠাছ। দালাল কোথাকার। এই তুই এসে গল্প করলি, তুই মটর সাইকেল কিনেছিস। তুই মটর সাইকেল কিভাবে কিনেছিস আমি জানি না? আমি বলছি,",sylheti
Sylheti_6Ycv4OO9kwo_seg0098.wav,"এই তেজ ইসলাম,  তুই কি বলিস, তুই কি জানিস?
হ্যাঁ?  আমি জানি না, আমি সব জানি।",sylheti
Sylheti_6Ycv4OO9kwo_seg0099.wav,"ভাই রে ভাই, তুমি আমার সোনা ভাই, আমার বুদ্ধিমান ভাই। তুমি আছো, তাই বলেই আমি আছি। তুমি আমার বড় ভাই, আমি সবসময় তোমার প্রসংশা করি, মানুষকে তোমার কথা বলি। আমি কথা দিচ্ছি আর আগের মতো করবো না, তুমি শুধু এক সপ্তাহের জন্য তোমার সাইকেল টা দাও। আমি সাথে সাথে এক সপ্তাহ পর তোমাকে দিয়ে দিবো।
নাহ বদর। তর কথা আর কাজের কোন মিল নেই।",sylheti
Sylheti_6Ycv4OO9kwo_seg0100.wav,"আরেকবার তুই দুইদিনের কথা বলে সাইকেল নিয়েছিলি, তারপর কতো দিন পর ফেরত দিয়েছিস? তুই বল?
ঠিক আছে, এখানে একটা সমস্যা হয়ে গিয়েছিল।  বিষয়টি হলো,  আমার এক খালা অসুস্থ ছিলো,  ওনাকে নিয়ে দৌড়াদৌড়ি করতে করতে তোমার সাইকেল দিতে মনে ছিলো না।
ও ভাই রে ভাই, তুমি যখন তোমার দরকার এ আমার গাড়ি নিয়েছো,",sylheti
Sylheti_6Ycv4OO9kwo_seg0101.wav,"তারপর কতো সমস্যা যে তোমার শুরু হয় চোখের সামনে। তোমার খালা অসুস্থ, খালু অসুস্থ, চাচা অসুস্থ।  দুইদিনের জন্য নিয়ে সাত দিন পর দিয়েছিলে।আমি ভাই পারবো না দিতে।
সোনা ভাই, লক্ষি ভাই,  আমি আর এমন ভূল করবো না। আমাকে এই সর্বশেষ একটা সুযোগ দাও। আমি তোমার থোতায় ধরছি ভাই। সোনা ভাই, লক্ষি ভাই।
ভাই, তুই যে আগে গাড়িটা দিয়েছিলি? দেয়ার পর প্লাগ এ কাজ করিয়েছি, মবিল পরিবর্তন করেছি, কানেক্টিং এ সমস্যা সারিয়েছি।
ভাই, ভাই। তোমার পায়ে ধরি, আমাকে সাইকেল টা দাও। একটা সপ্তাহের জন্য তোমার সাইকেল টা দাও। সোনা ভাই, আর না করো না। না না আর না করা যাবে না। আমি সর্বশেষ পন্থা অবলম্বন করেছি।
আচ্ছা, সাবধানে চালাস, পরে কিন্তু আমাকে ঝামেলা পোহাতে হবে।
আচ্ছা আচ্ছা, আমি সাবধানে চালাবো।

 ",sylheti
Sylheti_6Ycv4OO9kwo_seg0102.wav,"তুমি মানুষ ভালো ভাই, বুঝেছো? এমনি মনেহয় তুমি তেমন একটা ভালো না। মানুষ ভালো।
হেহ হে হেহ হে!
এই তেজ ইসলাম! কি শুরু করেছিস?  এইসব অভিনয় করছিস তাই না? যেভাবে ইচ্ছা সেভাবে কথা বলেছিস।আর তুই যা বলছিস, আমরা বিশ্বাস করব।হে, বিশ্বাস করবি আর না করবি কি? এই জনগণ তোমরা শোনে রাখো,",sylheti
Sylheti_6Ycv4OO9kwo_seg0103.wav,"এই যে আরেক বাটপার, দালাল। এই, ",sylheti
Sylheti_6Ycv4OO9kwo_seg0104.wav,"শালা বাটপার! তুই কাকে কিভাবে, কোথায় থেকে গিয়ে টাকা পয়সা নিয়ে আসছিস? তুই কি ভেবেছিস, আমি এসব জানি না?আমার নিজের চাচাতো ভাই এর কাছ থেকে তুই ঠকিয়ে,  সত্য মিথ্যা বলে,  কান্নাকাটি করে টাকা আনিস। গরীবদের দেয়ার জন্য বেচার দিচ্ছে, আর তুই দিস না। তুই কি মনে করিস, আমি যদি আমার চাচাতো ভাইকে বলি যে,"" আমি আজ তোমার সাথে আছি,",sylheti
Sylheti_6Ycv4OO9kwo_seg0105.wav,"তুই পাবি? এক টাকা পাবি তুই? ওর নীতির সাথে আমার মিল হয় না তাই ওর সাথে কথা ও বলি না। আর তুই আমার চাচাতো ভাইকে টাকার জন্য বাবা বানিয়ে ফেলিস। বাবা ডেকে পয়সা আনিস। ও দেয় গরীবদের দেয়ার জন্য, আর তুই এনে কাদের দিস?
কাদের দেই? এই আমি কাদের দেই? 
আমি জানি তুই কাদের দিস।",sylheti
Sylheti_6Ycv4OO9kwo_seg0106.wav,"আর কিভাবে টাকা আনিস।
সোনা ভাই, লক্ষী ভাই, আপনি আমার কলিজার ভাই। ভাই , আপনার দুটি পা দিন, আমি আপনার পায়ে ধরবো, বিশ্বাস করুন আপনি যদি শুধু বাড়িতে থাকতেন ভাই, আমি আপনার দুই পায়ে নাল বন্দি হয়ে যেতাম, এর পর ও ভাই আপনি পঞ্চাশ হাজার থেকে কম দিবেন না। পুরো পঞ্চাশ হাজার টাকা দিন।
কি? এ কি বলছেন?",sylheti
Sylheti_6Ycv4OO9kwo_seg0107.wav,"মারেন ভাই, আপনার জুতা নিন, নিয়ে আমার গালে দুটি মারুন। এটা যে বলেছে মূলত আপনার আর আমার মাঝে ভেজাল লাগিয়েছে। আমি যাদেরকে দান খয়রাত করি, মানে আপনার পয়সা যাদের দেই, তারা সমাজের একেবারে অসহায়,  অবহেলিত।  খেতে পারে না, বসতে পারে না, হ্য!",sylheti
Sylheti_6Ycv4OO9kwo_seg0108.wav,"এসব ভাই মিথ্যে,  আমি কোন মধ্যবিত্ত মানুষদের দেই না, ভাই। আমি এসব কেন করবো বলো তো, ভাই? আমি আপনার নাম ফোটানোর জন্য তাদেরকে পয়সা দিই। তাদেরকে বলি, "" তোমরা এক কাজ করবে, তোমরা শুধু ভাই এর নাম এ তসবি জপবে।"" পুরো গ্রামের মধ্যে এখন শুধু আপনার নাম ভাই, জ্বী ভাই। ভাই দেখুন,",sylheti
Sylheti_6Ycv4OO9kwo_seg0109.wav,"আমি এতিম ভাই। আমার ভাই ও নেই, বাবা ও নেই। আপনি আমার ভাই, আপনি আমার চাচা, আপনি আমার দাদা। আপনি আমার বাবা, আমি আপনাকে বাবা ডাকছি ভাই, না ভাই, জ্বী ভা। এজন্যই বলছি, আপনি যদি পঞ্চাশ হাজার দিয়ে দেন তাহলে, মুলত মনে করুন আমাদের গ্রামে যারা অসহায় অবস্থা আছে, তাদের হয়ে যাবে। আমি একটা হিসাব মিলিয়েছি, পঞ্চাশ হাজার হলে হয়ে যাবে।",sylheti
Sylheti_6Ycv4OO9kwo_seg0110.wav,"পাগলে কি না বলে, ছাগলে কি না খায়! তুই বলবি আর আমরা বিশ্বাস করবো? তাই না?
হেহে, এখানে বিশ্বাস আর অবিশ্বাস এর কিছু নেই। এই জনগণ,  এই যা বললাম, এই যে চিটার, বাটপার, প্রতারক,  এই তিনজন এর আসল রূপ তোমরা আজ ভালো করে জেনে যাও, দেখে যাও। তোমরা তো জনগণ, ",sylheti
Sylheti_6Ycv4OO9kwo_seg0111.wav,"আমিও তোমাদের মতো সাধারণ জনগণ। মাঝেমধ্যে এসব চিটার বাটপার দের চাকচিক্য দেখে আমরা তাদেরকে অন্ধ বিশ্বাস করি, আর তারা এই সুযোগে আমাদের সাথে বিভিন্ন ধরনের অপকর্ম করে যায়, আর এই সমাজের যে বা যারা ভালো মানুষ আছে, তাদের কিন্তু এমন চাকচিক্য থাকে না, পয়সাওয়ালা যারা, তারা অতি সাধারণ জীবন যাপন করে।সবসময় স্বাভাবিক থাকে।",sylheti
Sylheti_6Ycv4OO9kwo_seg0112.wav,"আমরা তাদের অবহেলা করি। অনেক সময় তাদের কাছে যাই না, তাদের তুচ্ছতাচ্ছিল্য করি, তাদের কাছে আমরা যাই না। আর এই ধরনের প্রতারক, বাটাপার রা বাটাপারি করে, সুযোগ নিয়ে তার ঘেরা কলের বেড়াজালে ফেলে আমাদেরকে ফাসিয়ে দেয়।
বুঝলাম না, তুই এখন তো ভালোই কথা বলছিস।",sylheti
Sylheti_6Ycv4OO9kwo_seg0113.wav,"এতোক্ষণ দেখলাম,  আগে দেখলাম তুই পাগলের মতো কথা বলছিস, এখন দেখছি তুই ভালো হয়ে গেছিস। বিষয়টা কি?
ধুর! আমি পাগল না, আমি তেজ ইসলাম,  তেজ ইসলাম ই আছি। আমি পাগলের অভিনয় করেছি।
কেন?পাগলের অভিনয় করলি কেন?
কেন করেছি? এই তোমাদের মতো মানুষের মুখোশ খুলে দেয়ার জন্য। একদিনের পাগল হয়েছি আমি।",sylheti
Sylheti_6Ycv4OO9kwo_seg0114.wav,"জানিস ঘটনা কি?
কি?
 গতোকাল ঘুম আসছিল না, এজন্য ফেসবুকে ঢুকেছিলাম। ঢুকে দেখি হঠাৎ কবি আলাউদ্দিন এর দুটি লাইন আমার চোখে পড়লো। ",sylheti
